"species","thr10","thr_min"
"Miconia_cinnamomifolia",0.257366816382193,0.000354681817140212
"Miconia_cubatanensis",0.227408441582045,0.0287700968347899
"Miconia_fasciculata",0.258594000832056,0.0389370042341335
"Miconia_flammea",0.206870361921394,0.0630120886093842
"Miconia_formosa",0.266807277371416,0.065739558615174
"Miconia_hyemalis",0.383988702099079,0.101069052751345
"Miconia_inconspicua",0.401545808048755,0.140662226829151
"Miconia_ligustroides",0.337603384142497,0.0358426098997895
"Miconia_petropolitana",0.323036044644972,0.0120492559674573
"Miconia_pusilliflora",0.394744405454638,0.159604594067525
"Miconia_sellowiana",0.321974408543319,0.00897277191042611
"Miconia_theaezans",0.196300455520481,0.000360555179316435
"Miconia_valtheri",0.319669165824248,0.0789170910557246
"Mimosa_bimucronata",0.310287177832915,0.081204773235294
"Mimosa_scabrella",0.230827502854782,0.0189916011221709
"Mollinedia_argyrogyna",0.360677760128101,0.0618085885993329
"Mollinedia_clavigera",0.336117744808702,0.06430410358087
"Mollinedia_elegans",0.343368111633011,0.0620639060986515
"Mollinedia_schottiana",0.289439147381831,0.070370177096764
"Mollinedia_triflora",0.208305265824805,0.0238242554987512
"Mollinedia_uleana",0.290192821382977,0.0262321729568183
"Monteverdia_aquifolia",0.2814848641978,0.185674484412551
"Monteverdia_dasyclada",0.709602284928348,0.0552185586402263
"Monteverdia_evonymoides",0.186130571032351,0.0254864901011707
"Monteverdia_gonoclada",0.326315901252566,0.0618705519642835
"Monteverdia_patens",0.106061615107467,0.0809940872489315
"Monteverdia_truncata",0.127269820409234,0.00762442345509862
"Moquiniastrum_polymorphum",0.489618484504225,0.123618578139784
"Mouriri_chamissoana",0.286933113280593,0.0783079751506408
"Muellera_campestris",0.273600473461966,0.153129007313542
"Myrceugenia_alpigena",0.184779082651921,0.0359944013897141
"Myrceugenia_bracteosa",0.192890309547607,0.042650097217386
"Myrceugenia_campestris",0.223941968776475,0.046304897098789
"Myrceugenia_cucullata",0.391271741209533,0.150621425413784
"Myrceugenia_euosma",0.266096506824192,0.123024163514044
"Myrceugenia_glaucescens",0.274991725424081,0.109177092240429
"Myrceugenia_hoehnei",0.282618583602557,0.258679735576662
"Myrceugenia_kleinii",0.334712567771565,0.129232220855607
"Myrceugenia_mesomischa",0.470341374522374,0.320120537205788
"Myrceugenia_miersiana",0.213587546236375,0.054056674796486
"Myrceugenia_myrcioides",0.225924855143797,0.0165231415710793
"Myrceugenia_ovalifolia",0.216961603505951,0.0270641127124924
"Myrceugenia_oxysepala",0.219702758175846,0.0159820518395423
"Myrceugenia_pilotantha",0.205009518757159,0.0340391971688646
"Myrceugenia_regnelliana",0.182498887857064,0.00597654427084143
"Myrceugenia_seriatoramosa",0.415394087700828,0.227590113253654
"Myrceugenia_venosa",0.250258192286835,0.112584333186791
"Myrcia_aethusa",0.372442610634507,0.172463485082225
"Myrcia_amazonica",0.429373575618353,0.209606809685306
"Myrcia_anacardiifolia",0.223356358866479,0.0644168108945637
"Myrcia_brasiliensis",0.200016471925096,0.0412206731932147
"Myrcia_diaphana",0.4460077395896,0.42944180899352
"Myrcia_dichrophylla",0.206491912834911,0.0864334968872403
"Myrcia_eugeniopsoides",0.39386040054399,0.0136546702773848
"Myrcia_excoriata",0.437398718182833,0.280858580706573
"Myrcia_ferruginosa",0.131983473693988,0.0399252296978316
"Myrcia_flagellaris",0.268031822342374,0.0446284335883654
"Myrcia_glabra",0.279109408488242,0.0188759863032913
"Myrcia_glomerata",0.378594974913797,0.15980064987133
"Myrcia_guianensis",0.49354274621437,0.1895961393246
"Myrcia_hatschbachii",0.320718806726017,0.00524883235336682
"Myrcia_hebepetala",0.313809411507735,0.105596081584946
"Myrcia_heringii",0.220400394577334,0.135576126296077
"Myrcia_legrandii",0.176618198267204,0.0314070682741268
"Myrcia_loranthifolia",0.0379270421280715,0.00706535416209297
"Myrcia_multiflora",0.432090184653929,0.0734631404773045
"Myrcia_neolucida",0.309015928522958,0.0742312969312375
"Myrcia_neoriedeliana",0.522221984130929,0.372884394392018
"Myrcia_neorubella",0.131584734780052,0.0153527843309084
"Myrcia_oblongata",0.158394680248919,0.053108440447773
"Myrcia_palustris",0.304134877105021,0.00882229138914825
"Myrcia_pubiflora",0.458270923636317,0.375748322691705
"Myrcia_pubipetala",0.222926560750069,0.0116513758182354
"Myrcia_racemosa",0.273479291010608,0.00315836933115066
"Myrcia_reitzii",0.29435618611656,0.195361933915587
"Myrcia_retorta",0.325220294094864,0.0149474486636398
"Myrcia_rupicola",0.348140753921825,0.185513442305759
"Myrcia_selloi",0.294517201139434,0.0535306582471705
"Myrcia_spectabilis",0.208241976982243,0.0112019742917167
"Myrcia_splendens",0.434461350454639,0.0477026818227054
"Myrcia_strigipes",0.199559471919999,0.0344418759790926
"Myrcia_strigosa",0.212785782605478,0.0321507710079825
"Myrcia_subcordata",0.359398276630163,0.0139592389552294
"Myrcia_tenuivenosa",0.188831214484412,0.0136255054036826
"Myrcia_tijucensis",0.34042425827806,0.117847908766448
"Myrcia_tricona",0.548331180893757,0.536185287892853
"Myrcia_undulata",0.278857710231746,0.0625407890606444
"Myrcia_vellozoi",0.146276431348724,0.0242964993232782
"Myrcia_venulosa",0.353862374824369,0.025234045535623
"Myrcianthes_gigantea",0.411728028180084,0.163642521354004
"Myrcianthes_pungens",0.300875368819169,0.214270389359559
"Myrciaria_delicatula",0.312721089762064,0.110059527063951
"Myrciaria_floribunda",0.479673400994552,0.154626452022124
"Myrciaria_plinioides",0.231524863383241,0.129385080927341
"Myrciaria_tenella",0.352141306861334,0.187452049094725
"Myrocarpus_frondosus",0.333705112530797,0.123199692272776
"Myrrhinium_atropurpureum",0.293274805951337,0.0510534253520767
"Myrsine_coriacea",0.298923067355226,0.0179575551805189
"Myrsine_gardneriana",0.271614614560139,0.0164292768510508
"Myrsine_guianensis",0.300720827960574,0.027420055518747
"Myrsine_hermogenesii",0.412173308211345,0.111912792492233
"Myrsine_laetevirens",0.239476105208591,0.147589530863918
"Myrsine_lancifolia",0.30463971755566,0.137765740194485
"Myrsine_lineata",0.167965430802105,0.0804473544428171
"Myrsine_loefgrenii",0.436672147499362,0.157409479993534
"Myrsine_parvifolia",0.139266641539581,0.00289542898563488
"Myrsine_parvula",0.38697225280114,0.0149176318845835
"Myrsine_umbellata",0.414153190209076,0.170004049338303
"Myrsine_venosa",0.307719302205762,0.0981969589056025
"Nectandra_angustifolia",0.261971137575276,0.0833169669575721
"Nectandra_grandiflora",0.379066710215156,0.0313640931258457
"Nectandra_lanceolata",0.276494159167845,0.0344135907551819
"Nectandra_leucantha",0.287928307131203,0.0493265128736712
"Nectandra_megapotamica",0.358769550031773,0.0362611861054302
"Nectandra_membranacea",0.268233913125074,0.0629430539175223
"Nectandra_oppositifolia",0.307644369503347,0.0777450036991961
"Nectandra_puberula",0.36034872100716,0.0273567292454646
"Neomitranthes_gemballae",0.428409023594911,0.0486131752786531
"Neomitranthes_glomerata",0.289450518960034,0.0230271395137329
"Ocotea_aciphylla",0.332657623712571,0.118797023545389
"Ocotea_bicolor",0.249970950946816,0.0241612483678729
"Ocotea_catharinensis",0.338517877068264,0.244480371001682
"Ocotea_corymbosa",0.333865089225899,0.0441923028527139
"Ocotea_daphnifolia",0.201781804855071,0.0540736754086935
"Ocotea_diospyrifolia",0.383028695241936,0.232313967884339
"Ocotea_dispersa",0.292926585517503,0.134936614236686
"Ocotea_glaziovii",0.276101353121532,0.0635309218895766
"Ocotea_indecora",0.437147028404109,0.250615483643373
"Ocotea_lanata",0.38378982215862,0.0690658951794195
"Ocotea_lancifolia",0.415201925781581,0.125505282187187
"Ocotea_laxa",0.362423664472929,0.0836035542624107
"Ocotea_lobbii",0.38633849780928,0.0303538096365788
"Ocotea_mandioccana",0.311734652752695,0.134993135520681
"Ocotea_marumbiensis",0.484226541709105,0.464609789858173
"Ocotea_nectandrifolia",0.409984491997177,0.10073456314616
"Ocotea_nunesiana",0.421497874746323,0.309944350005851
"Ocotea_nutans",0.273298877311992,0.0625301911078575
"Ocotea_odorifera",0.293442863586205,0.0859765165948463
"Ocotea_paranaensis",0.348531367746397,0.32210051587766
"Ocotea_porosa",0.285297212811617,0.0135501228156807
"Ocotea_puberula",0.326144692700656,0.118294276810044
"Ocotea_pulchella",0.367361919784512,0.0706919318817007
"Ocotea_pulchra",0.229207519404665,0.0418541613919629
"Ocotea_silvestris",0.398387977279645,0.243075207808568
"Ocotea_teleiandra",0.269899179350758,0.0221443668333283
"Opuntia_monacantha",0.217121109534476,0.00630935583828013
"Oreopanax_fulvus",0.217603147109855,0.0543957123532101
"Ormosia_arborea",0.373415302796582,0.0858904887833993
"Ouratea_parviflora",0.28486204727873,0.0118837770444553
"Ouratea_salicifolia",0.380672872062512,0.203261037121517
"Ouratea_vaccinioides",0.217406830296843,0.00329133691460931
"Pachystroma_longifolium",0.279740462512469,0.043639110243487
"Palicourea_sessilis",0.374524615581857,0.104749060298482
"Palicourea_tenerior",0.273903101311847,0.120623276125185
"Parapiptadenia_rigida",0.34250659493726,0.0735869958856063
"Parinari_brasiliensis",0.382963191364781,0.126198739250016
"Pausandra_morisiana",0.185579535251495,0.0161243659055863
"Peltophorum_dubium",0.49717803213917,0.133451873338875
"Pera_glabrata",0.305303609940764,0.0343383640015861
"Persea_alba",0.444829109665584,0.0817479466587426
"Persea_major",0.374350905917777,0.0688868898659591
"Persea_venosa",0.346126942309024,0.0609134180612581
"Persea_willdenovii",0.409217889571203,0.0310974265752707
"Phytolacca_dioica",0.26199706231949,0.0175710727875768
"Picramnia_excelsa",0.47625560773093,0.0679745200014644
"Picramnia_parvifolia",0.315644601805436,0.0359195334640406
"Picramnia_sellowii",0.512954721849284,0.348128236725293
"Picrasma_crenata",0.297077349279068,0.157660830468754
"Pilocarpus_pennatifolius",0.320327866974018,0.00917704731799246
"Pimenta_pseudocaryophyllus",0.383096352923467,0.0984339971926355
"Piper_aduncum",0.442679883816325,0.227106981507421
"Piper_cernuum",0.227390482518987,0.0177719495447972
"Piper_gaudichaudianum",0.335462302407764,0.0182583576415325
"Piper_solmsianum",0.228944083015776,0.0142010277259536
"Piptadenia_gonoacantha",0.382114321565687,0.0391016883632841
"Piptadenia_paniculata",0.306220376120464,0.0898603539478098
"Piptocarpha_angustifolia",0.454836752256865,0.0308567702466565
"Piptocarpha_axillaris",0.382524683253276,0.151284481417504
"Piptocarpha_densifolia",0.42489520495491,0.236675034357281
"Piptocarpha_regnellii",0.265180821566428,0.016423579796133
"Pisonia_ambigua",0.373862749423895,0.104056529087559
"Platymiscium_floribundum",0.463457385712384,0.0756151957002512
"Pleroma_dusenii",0.29178965918833,0.219680866709848
"Pleroma_granulosum",0.201768733625469,0.00757926610681256
"Pleroma_pilosum",0.352179620846646,0.195855663458554
"Pleroma_raddianum",0.22540222169767,0.0205521105415341
"Pleroma_sellowianum",0.28363688368796,0.0972942703134001
"Pleroma_trichopodum",0.136929736595178,0.0256219501193725
"Plinia_cordifolia",0.411502924547172,0.0125675877093991
"Plinia_edulis",0.306809745980645,0.0752603657993915
"Plinia_peruviana",0.409736868948794,0.268253328102749
"Plinia_pseudodichasiantha",0.285745678379466,0.151142240617996
"Plinia_rivularis",0.274466906540146,0.00619693127072446
"Podocarpus_lambertii",0.231444806265546,0.0318044167115957
"Podocarpus_sellowii",0.253902860873563,0.0131813110205879
"Pombalia_bigibbosa",0.391132074568979,0.0807630911402494
"Posoqueria_latifolia",0.315360072773032,0.108602685426285
"Pourouma_guianensis",0.311072057721007,0.011945845481196
"Pouteria_caimito",0.22870386221717,0.0151990065638861
"Pouteria_gardneriana",0.44675035401889,0.306948500398335
"Pouteria_venosa",0.311276902873378,0.0103059665528862
"Prockia_crucis",0.400418991197032,0.000970222091812245
"Protium_kleinii",0.27862346035018,0.0798907473066718
"Prunus_myrtifolia",0.419096317940549,0.055939175442857
"Pseudobombax_majus",0.264276326743576,0.106284953941384
"Psidium_cattleyanum",0.21846884478392,0.00656161576222003
"Psidium_longipetiolatum",0.413516056548426,0.364134366334101
"Psidium_myrtoides",0.376760879393362,0.10062865051315
"Psychotria_carthagenensis",0.488889001366571,0.117971276719986
"Psychotria_nuda",0.172644422455139,0.0191883450781716
"Psychotria_suterella",0.292235227550676,0.0268945517032734
"Pterocarpus_rohrii",0.334846041583037,0.0301622563658053
"Qualea_glaziovii",0.603352954486799,0.577898861347302
"Quiina_glaziovii",0.188860100435481,0.0320668607220901
"Quillaja_lancifolia",0.257624477258867,0.0641321363375812
"Randia_armata",0.47407549972469,0.187261194533201
"Randia_ferox",0.269371572441347,0.0709767149271872
"Raulinoreitzia_leptophlebia",0.373486274572771,0.0179081899488511
"Rauvolfia_sellowii",0.195110483222366,0.0258548611646321
"Recordia_reitzii",0.550551012505883,0.491473187249662
"Rhodostemonodaphne_macrocalyx",0.406176640938059,0.148016592032299
"Richeria_grandis",0.408146433201733,0.0843346882570246
"Roupala_asplenioides",0.299519235326278,0.0445913787808069
"Roupala_montana",0.440579371414329,0.131137563217558
"Rudgea_jasminoides",0.305396448064886,0.0834924110472811
"Rudgea_recurva",0.258935233767114,0.0610748020790637
"Ruprechtia_laxiflora",0.386095887136932,0.0856156974510728
"Salacia_elliptica",0.436017869554369,0.0101036221636225
"Sambucus_australis",0.132653009228688,0.00231731322123652
"Sapium_glandulosum",0.475575299619144,0.212985870130974
"Savia_dictyocarpa",0.624716886437218,0.165963297506643
"Schaefferia_argentinensis",0.389825389340644,0.146169424424918
"Schinus_lentiscifolia",0.27214877337593,0.00746384410526901
"Schinus_polygama",0.208286661679715,0.00781140349577411
"Schinus_terebinthifolia",0.308301201738026,0.00111328122665655
"Schizolobium_parahyba",0.381471149966623,0.206972411301267
"Scutia_buxifolia",0.155154268931371,0.0117559857559786
"Sebastiania_ramosissima",0.511217577340652,0.222947852024101
"Seguieria_aculeata",0.367409454514611,0.167488576650807
"Seguieria_langsdorffii",0.410231401644322,0.057201645268083
"Senna_macranthera",0.309632963111101,0.0518911103271866
"Senna_multijuga",0.409935141379895,0.174399149137475
"Sessea_regnellii",0.43350021145102,0.00439862854127121
"Sideroxylon_obtusifolium",0.251789797294897,0.053166006139489
"Simira_sampaioana",0.508894409533724,0.352958583316092
"Siparuna_guianensis",0.519578593557103,0.137917368570772
"Siphoneugena_reitzii",0.176148955684676,0.0315000538028437
"Sloanea_garckeana",0.402254473578625,0.250050379431269
"Sloanea_guianensis",0.552029454051426,0.464057021339084
"Sloanea_hirsuta",0.274601453444408,0.0802310383169517
"Solanum_bullatum",0.228501547450477,0.0180248139405889
"Solanum_caavurana",0.247860345327701,0.01778163147597
"Solanum_compressum",0.250066192254226,0.110580820308989
"Solanum_gertii",0.376704274511418,0.321207168377901
"Solanum_mauritianum",0.424365901631423,0.0110720962544688
"Solanum_pabstii",0.240811127212389,0.075696078810608
"Solanum_pseudoquina",0.35099239502436,0.0825594921308554
"Solanum_ramulosum",0.298594264787343,0.10163328785906
"Solanum_reitzii",0.259408628482194,0.0516272404107924
"Solanum_rufescens",0.248849290109066,0.073629859945725
"Solanum_sanctae-catharinae",0.360024367840957,0.082290351920369
"Solanum_variabile",0.339811470378619,0.099699867599804
"Sorocea_bonplandii",0.312343318778389,0.0615850727860679
"Sphaeropteris_gardneri",0.266440436172796,0.0106422744714303
"Strychnos_brasiliensis",0.368828451368386,0.0552863178599219
"Stylogyne_pauciflora",0.327168883461172,0.0202103068779561
"Styrax_acuminatus",0.379673869302447,0.0263028598915756
"Styrax_glabratus",0.0558908154239361,0.0226581620237669
"Styrax_leprosus",0.364271236847009,0.0217299490015756
"Syagrus_romanzoffiana",0.312714622985104,0.000234264640763315
"Symphyopappus_compressus",0.314343704838072,0.11495114397167
"Symphyopappus_itatiayensis",0.279522789322926,0.00603947148069905
"Symphyopappus_lymansmithii",0.264526100680121,0.0300220008168436
"Symplocos_corymboclados",0.255417841774715,0.220517963008159
"Symplocos_estrellensis",0.228077448941908,0.0961771366202179
"Symplocos_glandulosomarginata",0.258620548899121,0.00606682728478763
"Symplocos_nitidiflora",0.134319358017585,0.0411244213606595
"Symplocos_pustulosa",0.412429716562672,0.188866543352821
"Symplocos_tenuifolia",0.320131602695658,0.0301420346131535
"Symplocos_tetrandra",0.3717416563083,0.0684330085473726
"Symplocos_trachycarpos",0.306341988668443,0.0362894526358239
"Symplocos_uniflora",0.372119790554414,0.0382816893291211
"Tabernaemontana_catharinensis",0.280513386094557,0.0219990738254763
"Tachigali_denudata",0.26166928941768,0.0619111673644261
"Tapirira_guianensis",0.373310034397705,0.0210154547933781
"Terminalia_kleinii",0.285613579325671,0.0522238396615561
"Terminalia_triflora",0.534756207633396,0.127884840569621
"Ternstroemia_brasiliensis",0.196509991350875,0.0489020167457795
"Tetrastylidium_grandifolium",0.211749758315767,0.00156997819820931
"Tetrorchidium_rubrivenium",0.199900752684007,0.000193041369862312
"Tocoyena_sellowiana",0.121566633108062,5.00977398133484e-05
"Trema_micrantha",0.481643451447384,0.0277429369320478
"Trichilia_casaretti",0.350478417463801,0.00480224900445275
"Trichilia_catigua",0.373383759721853,0.0536665751291414
"Trichilia_clausseni",0.435101641717982,0.101093603652251
"Trichilia_elegans",0.378267849754004,0.00242129706663169
"Trichilia_lepidota",0.200498758094216,0.0324907559602173
"Trichilia_pallens",0.350544333001686,0.0255847097284174
"Trithrinax_acanthocoma",0.304238014938859,0.167593634106667
"Urera_baccifera",0.374203234742579,0.106903790702159
"Vantanea_compacta",0.353567810790967,0.172591352337557
"Varronia_polycephala",0.336035604472262,0.0127114818180294
"Vasconcellea_quercifolia",0.165346268584806,0.00105303947610674
"Vernonanthura_discolor",0.273155404046301,0.0335901539739518
"Vernonanthura_divaricata",0.317025040410929,0.124565778935331
"Vernonanthura_montevidensis",0.162132107618235,0.0496645881871481
"Vernonanthura_petiolaris",0.370271015218164,0.126207886879269
"Vernonanthura_puberula",0.202446873375837,0.0218993215953981
"Virola_bicuhyba",0.281918767312029,0.0526974243974815
"Vitex_megapotamica",0.268164509481979,0.0382755069192522
"Weinmannia_discolor",0.32787333000324,0.0942651857177897
"Weinmannia_humilis",0.0896599546272884,0.0293922889298398
"Weinmannia_paulliniifolia",0.195525632471768,0.0104588836368816
"Xylopia_brasiliensis",0.340922448970138,0.0107107593350116
"Xylosma_ciliatifolia",0.272705399554926,0.18857629749581
"Xylosma_prockia",0.291467057058643,0.0783082558651032
"Xylosma_pseudosalzmannii",0.289799417064335,0.0326282744316254
"Xylosma_tweediana",0.352818185413602,0.0732144506671915
"Zanthoxylum_caribaeum",0.570085710817041,0.511518437626387
"Zanthoxylum_fagara",0.381604588912614,0.00692977394097277
"Zanthoxylum_kleinii",0.304324417575957,0.0465214374555022
"Zanthoxylum_petiolare",0.448073875917349,0.217346835762984
"Zanthoxylum_rhoifolium",0.490055571779401,0.0683391855388364
"Zollernia_ilicifolia",0.332127701559686,0.0286674003179124
